@relation brainmusic

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute att65 numeric
@attribute att66 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att71 numeric
@attribute att72 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att75 numeric
@attribute att76 numeric
@attribute att77 numeric
@attribute att78 numeric
@attribute att79 numeric
@attribute att80 numeric
@attribute att81 numeric
@attribute att82 numeric
@attribute att83 numeric
@attribute att84 numeric
@attribute att85 numeric
@attribute att86 numeric
@attribute att87 numeric
@attribute att88 numeric
@attribute att89 numeric
@attribute att90 numeric
@attribute att91 numeric
@attribute att92 numeric
@attribute att93 numeric
@attribute att94 numeric
@attribute att95 numeric
@attribute att96 numeric
@attribute att97 numeric
@attribute att98 numeric
@attribute att99 numeric
@attribute att100 numeric
@attribute att101 numeric
@attribute att102 numeric
@attribute att103 numeric
@attribute att104 numeric
@attribute att105 numeric
@attribute att106 numeric
@attribute att107 numeric
@attribute att108 numeric
@attribute att109 numeric
@attribute att110 numeric
@attribute att111 numeric
@attribute att112 numeric
@attribute att113 numeric
@attribute att114 numeric
@attribute att115 numeric
@attribute att116 numeric
@attribute att117 numeric
@attribute att118 numeric
@attribute att119 numeric
@attribute att120 numeric
@attribute att121 numeric
@attribute att122 numeric
@attribute att123 numeric
@attribute att124 numeric
@attribute att125 numeric
@attribute att126 numeric
@attribute att127 numeric
@attribute att128 numeric
@attribute att129 numeric
@attribute att130 numeric
@attribute att131 numeric
@attribute att132 numeric
@attribute att133 numeric
@attribute att134 numeric
@attribute att135 numeric
@attribute att136 numeric
@attribute att137 numeric
@attribute att138 numeric
@attribute att139 numeric
@attribute att140 numeric
@attribute att141 numeric
@attribute att142 numeric
@attribute att143 numeric
@attribute att144 numeric
@attribute att145 numeric
@attribute att146 numeric
@attribute att147 numeric
@attribute att148 numeric
@attribute att149 numeric
@attribute att150 numeric
@attribute att151 numeric
@attribute att152 numeric
@attribute att153 numeric
@attribute att154 numeric
@attribute att155 numeric
@attribute att156 numeric
@attribute att157 numeric
@attribute att158 numeric
@attribute att159 numeric
@attribute att160 numeric
@attribute class {Yuting, Yang, Wu, Sergiu, Samia, Saad, Ramaniya, Meryem, Ioana, Feda, Amine, Alex, Agus, Naya}

@data
0,2,36,60,16,2,2,0,0,0,3,32,71,12,0,0,0,0,0,2,36,71,7,2,0,0,0,8,99,7,3,1,0,0,0,39,68,7,3,1,0,30,56,25,7,0,0,0,0,14,70,29,5,0,0,0,3,35,73,7,0,0,0,0,21,83,12,2,0,0,0,0,9,91,14,3,1,0,0,0,7,49,45,15,2,0,0,0,5,26,74,11,2,0,0,0,1,46,59,10,2,0,0,0,12,94,10,2,0,0,0,0,0,94,22,0,2,0,0,0,0,5,30,63,16,2,2,0,0,0,3,43,59,13,0,0,0,0,0,1,19,78,16,4,0,0,0,40,72,4,2,0,0,0,0,77,36,2,2,1,Sergiu
0,1,19,71,29,0,0,0,0,0,1,35,62,22,0,0,0,0,0,8,59,45,6,2,0,0,0,91,24,2,0,3,0,0,3,100,12,1,3,1,1,21,72,22,4,0,0,0,1,14,71,30,4,0,0,0,1,36,74,6,3,0,0,0,22,87,9,2,0,0,0,0,7,100,10,2,1,0,0,0,3,58,50,6,2,1,0,0,2,34,66,14,3,1,0,0,2,49,60,7,2,0,0,0,20,92,6,1,1,0,0,0,5,103,10,1,1,0,0,0,0,1,27,58,31,3,0,0,0,0,4,27,69,19,1,0,0,0,0,0,35,65,16,4,0,0,0,7,90,19,3,1,0,0,0,13,85,16,6,0,Sergiu
0,1,27,65,23,1,0,1,0,0,3,36,63,15,1,0,0,0,0,7,48,50,11,2,0,0,0,10,85,21,2,0,0,0,0,2,97,16,3,0,0,30,59,23,4,2,0,0,1,24,74,16,3,0,0,0,2,37,60,13,6,0,0,0,12,92,12,2,0,0,0,0,4,98,12,4,0,0,0,0,2,49,53,13,1,0,0,0,0,39,54,24,1,0,0,0,5,46,53,13,1,0,0,0,12,99,5,0,2,0,0,0,2,103,10,1,2,0,0,0,0,3,44,54,13,2,1,1,0,0,8,49,49,10,1,1,0,0,0,9,45,50,12,2,0,0,0,36,79,3,0,0,0,0,0,45,71,2,0,0,Sergiu
0,1,51,53,6,4,2,0,0,0,4,51,51,6,4,1,0,0,2,24,74,15,2,0,0,0,0,31,83,3,0,0,0,0,0,56,52,9,0,0,7,48,39,12,5,2,3,1,2,30,51,19,8,3,2,2,6,50,43,2,11,4,1,0,29,64,15,5,4,0,0,0,31,57,20,9,0,0,0,0,5,50,49,6,4,1,2,0,3,58,47,3,2,3,1,0,6,70,32,3,4,2,0,0,30,77,5,3,2,0,0,0,32,56,23,4,2,0,0,0,0,1,54,52,5,2,1,2,0,0,5,69,38,2,1,2,0,0,0,27,63,23,4,0,0,0,1,62,49,4,1,0,0,0,2,82,27,6,0,0,Sergiu
0,2,36,59,20,1,0,0,0,0,6,52,56,4,0,0,0,0,2,43,58,15,0,0,0,0,6,88,23,1,0,0,0,0,18,89,8,3,0,0,5,44,56,10,2,1,0,0,0,32,73,13,0,0,0,0,3,61,42,10,2,0,0,0,35,79,3,0,1,0,0,0,42,69,4,0,3,0,0,0,4,73,41,0,0,0,0,0,3,68,47,0,0,0,0,0,10,68,37,3,0,0,0,0,47,67,3,0,1,0,0,0,35,75,4,3,0,1,0,0,0,0,39,56,23,0,0,0,0,0,12,64,39,3,0,0,0,0,1,38,55,23,1,0,0,0,8,92,16,0,2,0,0,0,33,79,4,0,1,1,Sergiu
0,1,55,28,21,8,0,0,0,0,6,56,23,19,8,1,0,0,5,51,32,16,8,1,0,0,1,46,59,7,0,0,0,0,0,49,61,3,0,0,11,39,11,17,17,17,1,0,2,34,26,15,14,15,7,0,3,27,30,32,15,2,4,0,6,62,14,11,10,6,4,0,5,49,24,12,9,10,2,2,15,47,11,17,10,8,5,0,5,35,31,17,12,6,6,1,12,46,32,15,7,1,0,0,18,66,13,5,2,3,5,1,5,75,14,6,5,3,4,1,0,4,41,32,18,18,0,0,0,0,4,39,41,9,16,4,0,0,1,19,47,25,15,6,0,0,0,18,24,50,8,13,0,0,0,19,28,44,19,3,Sergiu
0,3,72,52,2,0,0,0,0,0,8,72,48,1,0,0,0,0,0,7,64,49,9,0,0,0,0,14,105,9,1,0,0,0,0,23,98,7,1,0,10,76,33,8,1,1,0,0,3,55,62,6,3,0,0,0,11,72,36,10,0,0,0,0,23,103,3,0,0,0,0,0,2,111,16,0,0,0,0,0,10,69,48,2,0,0,0,0,1,61,66,1,0,0,0,0,2,77,50,0,0,0,0,0,39,89,1,0,0,0,0,0,17,95,17,0,0,0,0,0,0,6,78,41,4,0,0,0,0,0,10,80,35,4,0,0,0,0,0,0,41,53,27,8,0,0,0,23,73,26,4,3,0,0,1,33,63,27,5,0,Sergiu
0,0,5,41,40,25,6,1,0,0,8,47,52,8,1,2,0,0,1,41,65,10,0,1,0,0,0,18,71,23,6,0,0,0,1,50,48,16,3,0,3,49,56,9,1,0,0,0,5,54,56,3,0,0,0,0,7,84,27,0,0,0,0,0,6,75,37,0,0,0,0,0,0,58,58,2,0,0,0,0,0,8,42,54,12,2,0,0,3,19,67,24,4,1,0,0,1,40,67,7,3,0,0,0,0,28,76,14,0,0,0,0,1,18,77,22,0,0,0,0,0,0,14,40,40,19,5,0,0,0,8,65,39,3,2,1,0,0,2,38,63,12,2,1,0,0,1,53,48,14,2,0,0,0,13,60,38,5,2,0,Samia
0,0,26,70,19,0,1,0,0,0,12,58,45,1,0,0,0,0,1,41,57,13,4,0,0,0,0,0,49,55,12,0,0,0,0,5,72,34,5,0,17,75,18,2,1,0,0,3,11,68,33,2,0,2,0,0,13,71,32,0,0,0,0,0,14,73,29,0,0,0,0,0,12,76,24,4,0,0,0,0,8,41,43,18,3,1,0,2,15,54,42,3,0,1,1,0,16,69,28,1,1,1,0,0,19,81,14,2,0,0,0,0,4,73,34,5,0,0,0,0,0,1,28,69,18,0,0,0,0,1,16,73,26,0,0,0,0,0,4,50,47,14,1,0,0,0,0,5,73,33,5,0,0,0,2,29,77,6,2,0,Samia
0,0,9,39,34,28,8,1,0,1,3,55,47,13,0,0,0,0,1,48,47,23,0,0,0,0,0,25,76,14,4,0,0,0,2,71,31,13,2,0,1,40,60,17,1,0,0,0,1,39,71,8,0,0,0,0,2,64,50,3,0,0,0,0,10,84,25,0,0,0,0,0,8,78,30,3,0,0,0,0,0,1,26,64,22,5,1,0,1,5,47,50,14,1,1,0,0,18,75,21,3,2,0,0,1,31,65,22,0,0,0,0,1,41,54,18,5,0,0,0,0,0,11,45,31,26,6,0,0,1,7,59,46,6,0,0,0,0,0,46,52,19,2,0,0,0,4,45,58,12,0,0,0,0,8,64,39,8,0,0,Samia
0,0,5,51,45,13,3,0,0,0,4,56,54,1,2,0,0,0,0,43,50,22,2,0,0,0,0,27,58,24,4,4,0,0,11,43,40,15,4,4,1,39,57,13,4,3,0,0,5,59,47,5,1,0,0,0,5,65,46,1,0,0,0,0,10,75,31,1,0,0,0,0,10,77,25,5,0,0,0,0,0,2,26,59,25,4,1,0,0,10,48,49,8,2,0,0,0,14,68,29,6,0,0,0,0,48,59,9,1,0,0,0,1,43,56,13,4,0,0,0,0,0,11,57,35,11,3,0,0,0,16,64,34,1,2,0,0,0,1,28,57,24,5,2,0,0,1,23,63,25,3,2,0,0,8,38,51,15,2,3,Samia
0,1,4,34,53,19,2,4,0,0,5,39,52,21,0,0,0,0,2,34,48,30,3,0,0,0,0,2,81,33,1,0,0,0,0,29,72,15,1,0,5,35,64,11,2,0,0,0,3,58,51,5,0,0,0,0,6,69,42,0,0,0,0,0,7,86,24,0,0,0,0,0,3,65,47,2,0,0,0,0,1,5,33,46,24,6,0,2,2,10,37,47,19,1,1,0,0,20,67,25,5,0,0,0,2,40,67,8,0,0,0,0,0,33,65,18,1,0,0,0,1,0,12,29,49,18,5,3,0,1,13,37,52,14,0,0,0,0,1,27,51,32,6,0,0,0,0,36,75,6,0,0,0,0,4,69,39,5,0,0,Samia
0,0,9,36,44,24,3,1,0,0,8,43,48,17,1,0,0,0,7,43,53,11,3,0,0,0,1,42,58,12,3,1,0,0,11,63,35,6,1,1,5,48,52,9,3,0,0,0,4,49,60,4,0,0,0,0,13,62,40,2,0,0,0,0,12,93,11,1,0,0,0,0,11,90,14,2,0,0,0,0,0,8,48,39,22,0,0,0,0,25,54,32,6,0,0,0,3,45,56,13,0,0,0,0,4,71,41,1,0,0,0,0,2,65,45,5,0,0,0,0,0,2,9,36,38,24,7,1,0,0,10,48,46,10,3,0,0,0,8,46,47,10,5,1,0,0,8,53,51,4,1,0,0,0,13,75,26,2,1,0,Samia
0,2,19,51,39,4,2,0,0,0,10,61,45,1,0,0,0,0,8,64,38,6,1,0,0,0,0,42,69,6,0,0,0,0,1,65,48,3,0,0,7,73,32,5,0,0,0,0,3,68,45,1,0,0,0,0,14,81,21,1,0,0,0,0,16,96,5,0,0,0,0,0,21,84,12,0,0,0,0,0,0,2,38,56,16,5,0,0,0,5,54,51,7,0,0,0,1,15,71,29,1,0,0,0,0,48,65,4,0,0,0,0,6,64,45,2,0,0,0,0,0,2,23,55,33,4,0,0,0,0,11,64,42,0,0,0,0,0,6,56,48,6,1,0,0,0,2,66,40,9,0,0,0,1,29,61,24,2,0,0,Samia
0,1,6,46,44,14,6,0,0,0,2,52,55,6,2,0,0,0,6,50,47,13,1,0,0,0,2,65,26,17,6,1,0,0,30,53,13,17,4,0,3,39,56,10,4,3,2,0,3,49,57,5,1,2,0,0,8,60,43,4,1,1,0,0,10,87,20,0,0,0,0,0,8,70,37,2,0,0,0,0,0,5,41,51,15,3,2,0,0,18,51,35,12,0,1,0,1,38,57,19,2,0,0,0,2,45,50,17,2,1,0,0,5,27,53,25,6,1,0,0,0,0,16,47,37,12,5,0,0,0,12,59,36,9,1,0,0,0,11,53,33,13,5,2,0,0,3,65,33,12,3,1,0,1,25,56,24,8,3,0,Samia
0,0,9,39,44,20,3,2,0,0,4,40,60,13,0,0,0,0,2,24,67,22,2,0,0,0,0,40,55,21,1,0,0,0,7,48,51,9,2,0,8,51,49,9,0,0,0,0,7,49,55,6,0,0,0,0,1,79,37,0,0,0,0,0,9,92,16,0,0,0,0,0,5,80,30,2,0,0,0,0,0,1,25,59,28,4,0,0,0,3,38,61,14,1,0,0,0,10,54,47,6,0,0,0,0,24,80,13,0,0,0,0,1,29,78,9,0,0,0,0,0,0,10,43,39,21,2,2,0,0,10,44,56,6,1,0,0,0,4,24,59,29,1,0,0,0,2,49,57,9,0,0,0,0,9,68,34,6,0,0,Samia
0,1,8,44,39,20,3,2,0,0,4,52,55,6,0,0,0,0,4,59,38,15,1,0,0,0,4,48,56,9,0,0,0,0,18,63,28,8,0,0,1,51,60,4,1,0,0,0,6,54,55,2,0,0,0,0,5,78,32,2,0,0,0,0,8,95,14,0,0,0,0,0,10,75,32,0,0,0,0,0,1,7,54,38,14,3,0,0,0,17,62,34,4,0,0,0,0,42,67,8,0,0,0,0,1,43,66,7,0,0,0,0,3,40,59,15,0,0,0,0,0,0,23,43,31,15,3,2,0,0,13,62,40,2,0,0,0,0,8,51,48,8,2,0,0,0,6,61,46,4,0,0,0,0,28,60,24,5,0,0,Samia
0,0,12,41,43,18,3,0,0,0,5,45,57,10,0,0,0,0,3,48,49,14,3,0,0,0,0,37,67,12,1,0,0,0,8,69,33,6,1,0,2,34,67,11,3,0,0,0,4,50,60,3,0,0,0,0,7,74,35,1,0,0,0,0,8,85,24,0,0,0,0,0,13,57,47,0,0,0,0,0,0,4,35,50,24,3,1,0,0,9,49,50,8,1,0,0,4,33,57,23,0,0,0,0,1,41,67,8,0,0,0,0,1,34,60,22,0,0,0,0,0,2,13,52,33,17,0,0,0,0,7,62,42,6,0,0,0,0,3,47,51,15,1,0,0,0,6,51,51,9,0,0,0,1,20,61,32,3,0,0,Samia
0,1,6,30,49,27,5,0,0,0,4,37,62,15,0,0,0,0,1,49,55,11,2,0,0,0,0,29,78,9,2,0,0,0,0,55,56,7,0,0,3,55,54,6,0,0,0,0,11,64,43,0,0,0,0,0,6,79,33,0,0,0,0,0,14,90,14,0,0,0,0,0,9,69,40,0,0,0,0,0,1,3,34,48,30,2,0,0,0,8,50,48,12,0,0,0,0,17,80,21,0,0,0,0,1,27,79,11,0,0,0,0,0,29,71,16,2,0,0,0,0,0,12,40,41,21,4,0,0,0,8,51,52,7,0,0,0,0,4,36,65,12,1,0,0,0,4,75,29,9,1,0,0,0,28,66,14,10,0,0,Samia
0,0,11,45,47,14,1,0,0,0,2,47,56,12,1,0,0,0,0,20,62,32,4,0,0,0,0,3,57,52,6,0,0,0,0,8,79,31,0,0,9,66,34,9,0,0,0,0,4,74,34,6,0,0,0,0,13,77,27,1,0,0,0,0,14,84,20,0,0,0,0,0,5,84,24,5,0,0,0,0,1,8,29,51,25,2,2,0,4,18,57,27,11,1,0,0,4,38,53,21,2,0,0,0,1,69,46,2,0,0,0,0,2,54,57,5,0,0,0,0,0,1,15,50,39,13,0,0,0,0,4,51,56,7,0,0,0,0,1,15,74,25,3,0,0,0,0,17,75,26,0,0,0,0,1,41,64,12,0,0,Samia
0,2,6,42,43,17,7,0,0,0,2,39,54,20,2,0,0,0,5,36,55,18,1,2,0,0,1,28,60,22,6,0,0,1,15,48,37,11,4,1,2,35,49,17,3,5,6,0,8,45,45,7,5,3,3,1,9,68,31,4,3,2,0,0,13,84,19,1,0,0,0,0,13,77,25,2,0,0,0,0,0,8,34,42,24,5,4,0,0,17,47,30,18,2,1,2,1,28,57,23,5,2,0,1,1,41,61,12,2,0,0,0,4,37,46,27,3,0,0,0,0,1,18,38,40,13,7,0,0,0,10,49,45,11,2,0,0,0,5,44,51,14,1,2,0,0,2,29,68,18,0,0,0,0,5,46,57,8,1,0,Samia
0,2,15,50,37,13,0,0,0,0,7,44,59,7,0,0,0,0,2,69,43,3,0,0,0,0,7,75,31,3,1,0,0,0,31,60,24,2,0,0,5,52,57,3,0,0,0,0,6,59,51,1,0,0,0,0,12,92,13,0,0,0,0,0,37,76,4,0,0,0,0,0,26,85,6,0,0,0,0,0,0,5,42,52,16,2,0,0,0,11,63,41,2,0,0,0,0,37,68,12,0,0,0,0,2,60,52,3,0,0,0,0,8,45,58,6,0,0,0,0,0,1,25,55,25,11,0,0,0,0,10,55,51,1,0,0,0,0,8,73,35,1,0,0,0,0,14,74,24,4,1,0,0,4,50,36,23,3,1,0,Samia
0,0,13,38,43,20,4,0,0,0,3,55,53,7,0,0,0,0,3,38,67,10,0,0,0,0,0,28,70,20,0,0,0,0,5,66,38,9,0,0,2,41,60,14,1,0,0,0,5,52,56,5,0,0,0,0,10,77,29,2,0,0,0,0,14,92,12,0,0,0,0,0,15,85,17,1,0,0,0,0,0,1,24,64,25,2,1,1,0,0,44,66,8,0,0,0,0,10,75,33,0,0,0,0,2,39,71,6,0,0,0,0,2,61,51,4,0,0,0,0,0,0,12,40,49,13,4,0,0,0,7,54,54,3,0,0,0,0,1,53,50,9,5,0,0,0,0,32,77,7,2,0,0,0,4,61,47,5,1,0,Samia
0,2,12,69,45,0,0,0,0,0,0,2,36,70,19,1,0,0,0,6,13,63,46,0,0,0,15,110,3,0,0,0,0,13,108,6,1,0,0,0,4,43,76,5,0,0,0,0,0,11,80,36,1,0,0,0,7,93,28,0,0,0,0,0,60,68,0,0,0,0,0,0,22,103,3,0,0,0,0,0,0,18,60,50,0,0,0,0,0,8,50,62,7,1,0,0,3,77,46,2,0,0,0,0,7,113,8,0,0,0,0,0,0,53,74,1,0,0,0,0,0,0,28,61,39,0,0,0,0,0,0,5,30,64,28,1,0,0,0,11,15,75,27,0,0,0,13,106,9,0,0,0,0,1,78,46,3,0,0,0,Saad
0,0,21,54,42,1,0,0,0,0,0,2,27,68,21,0,0,0,0,0,11,52,54,1,0,0,9,97,12,0,0,0,0,5,85,28,0,0,0,0,5,50,59,4,0,0,0,0,1,17,71,29,0,0,0,0,8,80,30,0,0,0,0,0,50,68,0,0,0,0,0,0,41,77,0,0,0,0,0,0,3,14,46,54,1,0,0,0,1,5,45,59,7,1,0,0,9,59,50,0,0,0,0,0,42,74,2,0,0,0,0,0,29,83,6,0,0,0,0,0,0,3,18,63,34,0,0,0,0,0,0,0,32,68,18,0,0,0,0,2,23,74,19,0,0,0,13,96,9,0,0,0,0,6,81,31,0,0,0,0,Saad
0,1,21,48,53,4,0,0,0,0,0,1,22,77,27,0,0,0,0,0,12,64,49,2,0,0,11,106,10,0,0,0,0,11,95,21,0,0,0,0,2,34,82,9,0,0,0,0,3,25,64,33,2,0,0,0,16,74,36,1,0,0,0,0,40,87,0,0,0,0,0,0,25,95,7,0,0,0,0,0,0,18,51,57,1,0,0,0,0,2,62,56,7,0,0,0,13,70,41,3,0,0,0,0,26,98,3,0,0,0,0,0,1,69,57,0,0,0,0,0,0,0,20,52,54,1,0,0,0,0,0,0,13,88,26,0,0,0,0,0,23,79,25,0,0,0,6,106,15,0,0,0,0,1,78,46,2,0,0,0,Saad
0,4,39,57,17,2,0,0,0,0,0,2,19,65,31,2,0,0,0,0,13,49,53,4,0,0,2,54,61,0,2,0,0,1,26,42,37,10,1,2,0,45,69,5,0,0,0,0,0,9,69,35,6,0,0,0,2,46,61,10,0,0,0,0,17,93,9,0,0,0,0,0,9,91,18,1,0,0,0,0,1,29,73,14,2,0,0,0,0,4,23,60,29,2,1,0,2,20,79,16,1,1,0,0,7,82,28,1,0,1,0,0,3,68,30,18,0,0,0,0,0,4,39,55,11,8,2,0,0,0,0,1,17,61,37,3,0,0,0,2,23,59,34,1,0,0,0,40,68,9,1,1,0,0,2,42,43,29,2,1,Saad
0,0,9,43,61,12,0,0,0,0,0,0,20,77,28,0,0,0,0,0,9,61,55,0,0,0,17,98,9,1,0,0,0,3,101,19,1,1,0,0,2,25,78,19,1,0,0,0,0,14,61,46,4,0,0,0,5,64,56,0,0,0,0,0,3,70,52,0,0,0,0,0,0,23,85,17,0,0,0,0,0,1,43,70,11,0,0,0,0,3,30,74,16,2,0,0,2,43,69,11,0,0,0,0,4,22,86,13,0,0,0,0,0,7,48,69,1,0,0,0,0,0,4,61,53,7,0,0,0,0,0,1,6,72,45,1,0,0,0,0,9,76,38,2,0,0,10,101,14,0,0,0,0,0,73,52,0,0,0,0,Saad
0,0,17,57,45,2,0,0,0,0,0,0,12,65,43,1,0,0,0,0,11,60,48,2,0,0,5,97,19,0,0,0,0,4,98,16,3,0,0,0,0,6,57,57,1,0,0,0,0,2,41,51,27,0,0,0,1,36,71,13,0,0,0,0,28,88,5,0,0,0,0,0,19,93,9,0,0,0,0,0,0,10,63,47,1,0,0,0,0,2,32,67,18,0,1,1,1,54,60,4,0,0,0,2,9,93,17,0,0,1,0,1,1,72,41,7,0,0,0,0,0,1,25,61,33,1,0,0,0,0,0,0,15,66,39,1,0,0,0,1,13,87,20,0,0,0,1,55,63,2,0,0,0,0,5,80,29,7,0,0,Saad
0,1,16,73,28,0,0,0,0,0,0,1,31,70,16,0,0,0,0,1,14,52,51,0,0,0,14,97,7,0,0,0,0,3,74,40,1,0,0,0,4,58,51,5,0,0,0,0,0,14,72,30,2,0,0,0,10,68,39,1,0,0,0,0,56,62,0,0,0,0,0,0,36,81,1,0,0,0,0,0,3,27,54,33,1,0,0,0,0,7,35,57,18,1,0,0,2,50,61,5,0,0,0,0,28,88,2,0,0,0,0,0,18,90,10,0,0,0,0,0,0,1,28,60,27,1,1,0,0,0,0,1,30,68,18,1,0,0,0,5,20,65,28,0,0,0,13,91,14,0,0,0,0,0,58,56,4,0,0,0,Saad
0,0,13,55,50,1,0,0,0,0,0,1,14,82,22,0,0,0,0,0,8,55,52,4,0,0,13,94,12,0,0,0,0,25,78,16,0,0,0,0,0,49,65,5,0,0,0,0,1,19,75,22,1,1,0,0,2,96,21,0,0,0,0,0,38,81,0,0,0,0,0,0,16,98,5,0,0,0,0,0,3,18,55,40,3,0,0,0,0,3,59,48,9,0,0,0,4,72,39,4,0,0,0,0,13,99,7,0,0,0,0,0,3,44,72,0,0,0,0,0,0,0,13,62,42,2,0,0,0,0,0,0,19,77,23,0,0,0,0,0,23,64,32,0,0,0,4,97,17,1,0,0,0,0,74,42,3,0,0,0,Saad
0,1,37,68,13,1,0,0,0,0,0,0,12,82,25,1,0,0,0,0,17,46,47,10,0,0,3,92,25,0,0,0,0,2,58,57,3,0,0,0,7,59,54,0,0,0,0,0,2,19,76,23,0,0,0,0,1,61,58,0,0,0,0,0,29,88,3,0,0,0,0,0,15,104,1,0,0,0,0,0,2,46,61,11,0,0,0,0,3,6,51,55,5,0,0,0,4,61,52,3,0,0,0,0,4,95,21,0,0,0,0,0,0,63,57,0,0,0,0,0,0,4,40,66,10,0,0,0,0,0,0,0,21,71,27,1,0,0,0,3,21,61,33,2,0,0,0,26,91,3,0,0,0,0,0,23,89,8,0,0,Saad
0,0,10,59,48,3,0,0,0,0,0,1,24,59,36,0,0,0,0,0,20,61,39,0,0,0,7,80,33,0,0,0,0,1,70,38,11,0,0,0,0,1,42,66,11,0,0,0,0,7,44,56,13,0,0,0,2,54,62,2,0,0,0,0,20,95,5,0,0,0,0,0,30,81,9,0,0,0,0,0,0,0,27,72,21,0,0,0,0,5,25,68,20,2,0,0,1,52,63,4,0,0,0,0,27,79,14,0,0,0,0,0,21,88,11,0,0,0,0,0,0,0,17,62,41,0,0,0,0,0,0,0,14,76,30,0,0,0,0,0,36,75,9,0,0,0,1,98,20,1,0,0,0,0,40,66,12,2,0,0,Saad
0,0,18,77,31,1,0,0,0,0,0,0,24,80,23,0,0,0,0,0,19,46,62,0,0,0,8,104,14,1,0,0,0,3,102,20,1,0,1,0,2,46,70,9,0,0,0,0,0,15,75,33,4,0,0,0,4,77,42,4,0,0,0,0,28,99,0,0,0,0,0,0,6,109,11,1,0,0,0,0,0,12,57,55,3,0,0,0,0,3,41,68,15,0,0,0,4,47,76,0,0,0,0,0,10,107,9,1,0,0,0,0,0,56,69,1,1,0,0,0,0,3,22,76,25,1,0,0,0,0,0,0,24,77,26,0,0,0,0,0,22,71,32,2,0,0,4,112,10,1,0,0,0,0,65,58,3,0,1,0,Saad
0,0,7,51,60,2,0,0,0,0,0,0,13,63,43,1,0,0,0,0,8,52,53,7,0,0,12,101,7,0,0,0,0,16,95,6,3,0,0,0,0,35,72,13,0,0,0,0,0,8,64,45,3,0,0,0,2,65,51,2,0,0,0,0,58,62,0,0,0,0,0,0,28,91,1,0,0,0,0,0,0,5,37,72,6,0,0,0,0,0,16,65,38,1,0,0,0,41,68,11,0,0,0,0,13,106,1,0,0,0,0,0,3,58,57,2,0,0,0,0,0,0,9,67,43,1,0,0,0,0,0,1,18,56,42,3,0,0,0,0,15,69,34,2,0,0,11,101,8,0,0,0,0,1,83,35,1,0,0,0,Saad
0,0,2,40,70,5,0,0,0,0,0,1,12,64,39,1,0,0,0,1,14,52,49,1,0,0,16,96,5,0,0,0,0,8,92,17,0,0,0,0,0,29,64,24,0,0,0,0,0,8,40,61,8,0,0,0,8,61,45,3,0,0,0,0,18,99,0,0,0,0,0,0,12,98,7,0,0,0,0,0,0,8,43,63,3,0,0,0,0,3,22,65,27,0,0,0,2,38,68,9,0,0,0,0,12,98,7,0,0,0,0,0,2,50,65,0,0,0,0,0,0,1,6,39,67,4,0,0,0,0,0,0,9,60,47,1,0,0,0,0,15,66,36,0,0,0,13,96,8,0,0,0,0,3,85,29,0,0,0,0,Saad
0,0,13,63,47,2,0,2,0,0,0,0,13,73,40,1,0,0,0,0,7,62,55,3,0,0,6,105,15,1,0,0,0,4,93,29,1,0,0,0,0,47,73,6,1,0,0,0,0,8,77,37,4,0,1,0,7,69,48,3,0,0,0,0,26,99,2,0,0,0,0,0,20,106,1,0,0,0,0,0,0,7,62,53,4,1,0,0,0,2,36,64,24,1,0,0,3,36,81,7,0,0,0,0,11,103,13,0,0,0,0,0,3,88,34,2,0,0,0,0,0,0,15,80,29,1,1,1,0,0,0,0,15,69,42,1,0,0,0,0,17,62,48,0,0,0,5,89,33,0,0,0,0,0,24,92,11,0,0,0,Saad
