@relation brainmusic

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute att65 numeric
@attribute att66 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att71 numeric
@attribute att72 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att75 numeric
@attribute att76 numeric
@attribute att77 numeric
@attribute att78 numeric
@attribute att79 numeric
@attribute att80 numeric
@attribute att81 numeric
@attribute att82 numeric
@attribute att83 numeric
@attribute att84 numeric
@attribute att85 numeric
@attribute att86 numeric
@attribute att87 numeric
@attribute att88 numeric
@attribute att89 numeric
@attribute att90 numeric
@attribute att91 numeric
@attribute att92 numeric
@attribute att93 numeric
@attribute att94 numeric
@attribute att95 numeric
@attribute att96 numeric
@attribute att97 numeric
@attribute att98 numeric
@attribute att99 numeric
@attribute att100 numeric
@attribute att101 numeric
@attribute att102 numeric
@attribute att103 numeric
@attribute att104 numeric
@attribute att105 numeric
@attribute att106 numeric
@attribute att107 numeric
@attribute att108 numeric
@attribute att109 numeric
@attribute att110 numeric
@attribute att111 numeric
@attribute att112 numeric
@attribute att113 numeric
@attribute att114 numeric
@attribute att115 numeric
@attribute att116 numeric
@attribute att117 numeric
@attribute att118 numeric
@attribute att119 numeric
@attribute att120 numeric
@attribute att121 numeric
@attribute att122 numeric
@attribute att123 numeric
@attribute att124 numeric
@attribute att125 numeric
@attribute att126 numeric
@attribute att127 numeric
@attribute att128 numeric
@attribute att129 numeric
@attribute att130 numeric
@attribute att131 numeric
@attribute att132 numeric
@attribute att133 numeric
@attribute att134 numeric
@attribute att135 numeric
@attribute att136 numeric
@attribute att137 numeric
@attribute att138 numeric
@attribute att139 numeric
@attribute att140 numeric
@attribute att141 numeric
@attribute att142 numeric
@attribute att143 numeric
@attribute att144 numeric
@attribute att145 numeric
@attribute att146 numeric
@attribute att147 numeric
@attribute att148 numeric
@attribute att149 numeric
@attribute att150 numeric
@attribute att151 numeric
@attribute att152 numeric
@attribute att153 numeric
@attribute att154 numeric
@attribute att155 numeric
@attribute att156 numeric
@attribute att157 numeric
@attribute att158 numeric
@attribute att159 numeric
@attribute att160 numeric
@attribute class {Yuting, Yang, Wu, Sergiu, Samia, Saad, Ramaniya, Meryem, Ioana, Feda, Amine, Alex, Agus, Naya}

@data
0,0,0,14,56,31,16,0,0,0,0,0,1,58,54,4,0,0,0,0,0,15,94,8,0,0,0,0,0,114,3,0,0,0,0,0,94,22,1,0,0,0,3,59,34,16,5,0,0,0,0,3,78,30,6,0,0,0,0,10,81,26,0,0,0,0,0,107,3,7,0,0,0,0,73,33,6,5,0,0,0,0,0,0,34,63,20,0,0,0,0,0,1,27,86,3,0,0,0,0,6,28,82,1,0,0,0,0,0,14,72,31,0,0,0,0,0,8,77,32,0,0,0,19,52,27,18,1,0,0,0,0,1,68,40,8,0,0,0,0,0,7,90,20,0,0,0,0,0,94,22,1,0,0,0,0,33,77,7,0,Yang
0,0,0,1,17,36,67,6,0,0,0,0,0,25,88,14,0,0,0,0,1,15,103,8,0,0,0,0,0,116,11,0,0,0,0,0,45,82,0,0,0,0,10,72,39,6,0,0,0,0,0,4,91,32,0,0,0,0,0,10,102,15,0,0,0,0,0,120,7,0,0,0,0,0,24,103,0,0,0,0,0,0,0,6,55,51,13,2,0,0,0,0,16,93,18,0,0,0,0,0,39,83,5,0,0,0,0,0,94,33,0,0,0,0,0,0,119,8,0,0,0,0,0,2,16,40,62,7,0,0,0,0,0,33,81,13,0,0,0,0,0,19,94,14,0,0,0,0,0,94,33,0,0,0,0,0,9,115,3,0,Yang
0,0,0,4,15,31,61,7,0,0,0,0,0,19,73,26,0,0,0,0,0,12,88,18,0,0,0,0,0,83,35,0,0,0,0,0,20,92,6,0,0,0,0,42,29,25,22,0,0,0,0,0,50,47,16,5,0,0,0,11,69,32,4,2,0,0,0,85,25,6,2,0,0,0,31,66,20,1,0,0,0,0,0,0,69,0,48,1,0,0,0,0,0,69,46,3,0,0,0,0,0,45,73,0,0,0,0,0,0,6,44,68,0,0,0,0,0,49,1,68,0,0,0,2,18,34,59,5,0,0,0,0,0,28,71,19,0,0,0,0,0,12,79,27,0,0,0,0,0,66,51,1,0,0,0,0,5,101,12,0,Yang
0,0,0,1,16,35,63,3,0,0,0,0,0,22,79,17,0,0,0,0,0,27,83,8,0,0,0,0,18,100,0,0,0,0,0,13,104,1,0,0,0,0,9,68,34,2,4,1,0,0,0,0,85,29,4,0,0,0,0,9,97,11,1,0,0,0,0,105,13,0,0,0,0,0,15,101,2,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,118,0,0,0,0,0,18,34,63,3,0,0,0,0,1,26,78,13,0,0,0,0,0,15,88,15,0,0,0,0,10,105,3,0,0,0,0,12,100,6,0,0,Yang
0,0,0,4,10,41,61,2,0,0,0,0,0,13,81,24,0,0,0,0,0,11,97,10,0,0,0,0,9,107,2,0,0,0,0,7,111,0,0,0,0,0,0,61,45,11,1,0,0,0,0,1,75,41,1,0,0,0,0,10,95,13,0,0,0,0,0,105,13,0,0,0,0,0,29,89,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,118,0,0,0,0,0,0,118,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,118,0,0,0,0,0,3,19,31,62,3,0,0,0,0,0,21,71,26,0,0,0,0,0,8,92,18,0,0,0,0,6,104,8,0,0,0,0,6,95,17,0,0,Yang
0,0,0,2,18,40,57,1,0,0,0,0,0,24,77,17,0,0,0,0,0,19,88,11,0,0,0,0,15,103,0,0,0,0,0,4,114,0,0,0,0,0,4,76,31,6,1,0,0,0,0,0,83,35,0,0,0,0,0,2,96,20,0,0,0,0,0,79,39,0,0,0,0,0,2,113,3,0,0,0,118,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,4,13,43,58,0,0,0,0,0,0,26,80,12,0,0,0,0,1,14,94,9,0,0,0,0,11,107,0,0,0,0,0,2,114,2,0,0,Yang
0,0,0,2,9,43,63,1,0,0,0,0,0,17,80,21,0,0,0,0,0,12,86,20,0,0,0,0,5,111,2,0,0,0,0,1,105,12,0,0,0,0,4,58,46,6,4,0,0,0,0,0,61,54,2,1,0,0,0,10,88,20,0,0,0,0,0,93,24,1,0,0,0,0,9,103,6,0,0,0,0,0,0,8,49,51,10,0,0,0,0,0,10,100,8,0,0,0,0,0,39,77,2,0,0,0,0,0,88,28,2,0,0,0,0,1,104,11,2,0,0,0,0,2,16,37,61,2,0,0,0,0,0,19,81,18,0,0,0,0,0,7,81,30,0,0,0,0,3,103,10,2,0,0,0,1,83,29,4,1,Yang
0,0,0,1,13,44,57,3,0,0,0,0,0,22,88,8,0,0,0,0,0,1,96,21,0,0,0,0,0,110,6,2,0,0,0,0,62,54,2,0,0,0,1,57,51,9,0,0,0,0,0,1,52,60,5,0,0,0,0,3,80,35,0,0,0,0,0,96,22,0,0,0,0,0,13,105,0,0,0,0,0,0,1,19,68,24,5,1,0,0,0,1,36,74,5,2,0,0,0,0,83,31,3,1,0,0,0,10,103,5,0,0,0,0,0,84,34,0,0,0,0,0,0,3,11,45,59,0,0,0,0,0,0,23,86,9,0,0,0,0,0,7,89,22,0,0,0,0,0,105,13,0,0,0,0,0,32,86,0,0,Yang
0,0,0,0,16,31,74,2,0,0,0,0,0,24,78,21,0,0,0,0,0,16,100,7,0,0,0,0,3,118,2,0,0,0,0,0,120,3,0,0,0,0,9,70,38,6,0,0,0,0,0,3,80,40,0,0,0,0,0,6,100,17,0,0,0,0,0,114,9,0,0,0,0,0,15,107,1,0,0,0,0,0,0,1,54,58,10,0,0,0,0,0,2,98,23,0,0,0,0,0,1,107,15,0,0,0,0,0,9,95,16,3,0,0,0,0,1,97,25,0,0,0,0,0,16,33,71,3,0,0,0,0,0,17,86,20,0,0,0,0,0,11,88,24,0,0,0,0,1,114,8,0,0,0,0,0,93,30,0,0,Yang
0,0,0,9,29,36,44,0,0,0,0,0,0,36,77,5,0,0,0,0,0,10,101,7,0,0,0,0,12,106,0,0,0,0,0,1,117,0,0,0,0,0,12,75,27,2,0,2,0,0,0,2,78,35,3,0,0,0,0,11,98,9,0,0,0,0,0,113,5,0,0,0,0,0,18,100,0,0,0,0,0,0,0,3,56,48,11,0,0,0,0,0,6,90,22,0,0,0,0,0,11,103,4,0,0,0,0,0,0,116,2,0,0,0,0,0,12,104,2,0,0,0,0,13,29,28,48,0,0,0,0,0,0,34,76,8,0,0,0,0,0,10,91,17,0,0,0,0,0,116,2,0,0,0,0,0,98,20,0,0,Yang
0,0,0,0,9,34,73,2,0,0,0,0,0,11,82,25,0,0,0,0,0,4,94,20,0,0,0,0,0,116,2,0,0,0,0,0,85,32,1,0,0,0,3,59,49,6,1,0,0,0,0,4,66,44,4,0,0,0,0,8,94,14,2,0,0,0,0,57,60,1,0,0,0,0,3,109,6,0,0,0,0,0,11,0,19,71,15,2,0,0,0,0,1,47,64,6,0,0,0,0,0,48,68,2,0,0,0,0,0,18,52,48,0,0,0,0,6,17,48,47,0,0,0,2,12,36,65,3,0,0,0,0,0,17,75,26,0,0,0,0,0,2,81,35,0,0,0,0,3,91,24,0,0,0,0,0,56,59,3,0,Yang
0,0,0,0,9,39,68,1,0,0,0,0,0,18,84,15,0,0,0,0,0,9,99,9,0,0,0,0,4,111,2,0,0,0,0,4,108,5,0,0,0,0,9,79,22,4,3,0,0,0,0,2,82,30,3,0,0,0,0,19,83,15,0,0,0,0,0,109,8,0,0,0,0,0,30,85,2,0,0,0,0,0,0,0,50,61,6,0,0,0,0,0,2,59,56,0,0,0,0,0,8,45,62,2,0,0,0,0,3,26,51,37,0,0,0,0,18,19,57,23,0,0,0,1,14,38,63,1,0,0,0,0,0,27,80,10,0,0,0,0,0,11,94,12,0,0,0,0,2,99,16,0,0,0,0,0,55,59,3,0,Yang
0,0,1,18,44,42,29,5,0,0,0,0,31,52,49,7,0,0,0,1,17,47,60,14,0,0,0,0,0,98,41,0,0,0,0,0,50,89,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,139,0,0,11,60,48,18,1,1,0,0,6,39,74,18,2,0,0,0,35,79,25,0,0,0,0,0,0,23,116,0,0,0,0,0,6,128,5,0,0,0,0,0,8,19,42,44,26,0,0,0,0,0,37,53,42,7,0,0,0,0,11,86,40,2,0,0,0,0,0,45,84,10,0,0,0,0,0,106,24,9,Wu
0,0,0,1,15,57,44,0,0,0,0,0,8,34,68,7,0,0,0,0,8,43,49,17,0,0,0,0,0,81,36,0,0,0,0,0,47,70,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,117,0,2,11,55,41,7,1,0,0,0,0,31,58,25,3,0,0,0,32,66,15,4,0,0,0,0,0,14,99,4,0,0,0,0,15,99,3,0,0,0,0,0,0,5,13,55,44,0,0,0,0,0,8,36,62,11,0,0,0,0,6,51,56,4,0,0,0,0,0,11,106,0,0,0,0,0,0,92,25,0,Wu
0,0,3,11,35,55,33,1,0,0,0,0,21,56,47,14,0,0,0,0,8,52,65,13,0,0,0,0,0,105,33,0,0,0,0,0,36,101,1,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,138,0,0,23,55,52,7,1,0,0,0,4,43,62,28,1,0,0,0,31,89,17,1,0,0,0,0,0,35,103,0,0,0,0,0,24,103,11,0,0,0,0,0,1,14,33,55,34,1,0,0,0,2,23,52,51,10,0,0,0,0,11,52,67,8,0,0,0,0,0,32,106,0,0,0,0,0,1,99,38,0,Wu
0,0,0,11,26,48,35,0,0,0,0,0,10,47,58,5,0,0,0,1,12,38,55,14,0,0,0,0,0,80,40,0,0,0,0,0,22,96,2,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,120,0,1,13,53,42,7,4,0,0,0,3,38,65,13,0,1,0,1,38,63,17,1,0,0,0,0,0,17,101,2,0,0,0,0,3,102,14,1,0,0,0,0,0,14,25,52,29,0,0,0,0,0,17,42,55,6,0,0,0,0,7,61,51,1,0,0,0,0,0,35,85,0,0,0,0,0,0,85,35,0,Wu
0,0,1,9,31,71,42,0,0,0,0,0,19,62,63,10,0,0,0,0,13,53,65,23,0,0,0,0,0,96,58,0,0,0,0,0,8,142,4,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,154,0,2,6,65,65,13,3,0,0,0,0,32,81,39,2,0,0,0,22,93,38,1,0,0,0,0,0,13,138,3,0,0,0,0,3,139,12,0,0,0,0,0,2,9,32,69,42,0,0,0,0,0,16,67,59,12,0,0,0,0,7,68,75,4,0,0,0,0,0,9,144,1,0,0,0,0,0,54,100,0,Wu
0,0,0,1,8,41,48,0,0,0,0,0,2,24,43,29,0,0,0,0,2,23,49,24,0,0,0,0,0,43,54,1,0,0,0,0,3,88,7,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,98,0,0,2,22,44,24,6,0,0,0,0,9,35,32,22,0,0,0,2,53,31,12,0,0,0,0,0,6,88,4,0,0,0,0,1,88,9,0,0,0,0,0,0,2,14,42,40,0,0,0,0,0,4,26,34,34,0,0,0,0,1,33,60,4,0,0,0,0,0,3,92,3,0,0,0,0,0,33,65,0,Wu
0,0,1,13,22,27,27,1,0,0,0,1,8,45,18,19,0,0,0,0,6,20,47,18,0,0,0,0,0,66,24,1,0,0,0,0,4,82,4,1,0,0,0,0,0,91,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,91,0,0,4,30,39,16,2,0,0,0,0,13,44,31,3,0,0,0,8,46,35,2,0,0,0,0,0,1,81,9,0,0,0,0,5,77,7,1,1,0,0,0,1,14,26,24,24,2,0,0,0,1,23,30,24,13,0,0,0,0,7,36,40,8,0,0,0,0,0,34,57,0,0,0,0,0,1,67,23,0,Wu
0,0,0,1,3,33,46,4,0,0,0,0,0,20,49,18,0,0,0,0,0,10,37,40,0,0,0,0,0,25,60,2,0,0,0,0,0,65,22,0,87,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,1,13,42,22,8,1,0,0,0,5,38,38,6,0,0,0,2,39,45,1,0,0,0,0,0,2,82,3,0,0,0,0,2,72,13,0,0,0,0,0,0,1,4,42,37,3,0,0,0,0,3,26,48,10,0,0,0,0,0,15,57,15,0,0,0,0,0,0,83,4,0,0,0,0,0,14,70,3,Wu
0,0,0,1,3,36,64,0,0,0,0,0,0,19,43,42,0,0,0,0,0,11,68,25,0,0,0,0,0,52,44,8,0,0,0,0,19,68,10,7,0,0,0,0,0,104,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,104,0,0,0,16,46,23,17,2,0,0,0,3,29,49,19,4,0,0,3,58,24,7,12,0,0,0,0,10,74,4,5,11,0,0,2,82,4,5,1,10,0,0,2,1,9,34,58,0,0,0,0,0,2,21,46,35,0,0,0,0,4,27,69,4,0,0,0,0,0,76,19,9,0,0,0,0,44,44,10,6,Wu
0,0,0,5,15,22,17,2,0,0,0,0,8,30,22,1,0,0,0,0,0,6,34,21,0,0,0,0,0,35,25,1,0,0,0,0,4,51,6,0,61,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,5,23,18,8,7,0,0,0,5,18,25,11,2,0,0,2,17,26,10,5,1,0,0,0,0,41,18,2,0,0,0,0,27,29,5,0,0,0,0,0,5,20,17,17,2,0,0,0,0,10,38,12,1,0,0,0,0,0,15,42,4,0,0,0,0,0,32,28,1,0,0,0,0,3,49,9,0,Wu
0,0,0,2,18,55,5,0,0,0,0,0,3,38,33,6,0,0,0,0,1,20,46,13,0,0,0,0,1,55,24,0,0,0,0,0,30,49,1,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,4,22,38,13,3,0,0,0,0,9,45,23,1,2,0,0,1,44,33,0,2,0,0,0,0,0,75,5,0,0,0,0,0,56,24,0,0,0,0,0,0,2,22,52,4,0,0,0,0,0,6,37,32,5,0,0,0,0,4,19,52,5,0,0,0,0,0,63,17,0,0,0,0,0,16,63,1,0,Wu
0,0,0,0,10,51,35,0,0,0,0,0,2,19,63,12,0,0,0,0,2,18,52,24,0,0,0,0,0,66,30,0,0,0,0,0,18,77,1,0,0,0,0,0,96,0,0,0,0,0,0,0,0,96,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,96,0,0,0,0,0,41,42,13,0,0,0,0,4,20,51,18,3,0,0,1,30,53,11,1,0,0,0,0,0,73,23,0,0,0,0,0,35,61,0,0,0,0,0,0,0,9,60,27,0,0,0,0,0,3,22,65,6,0,0,0,0,3,32,58,3,0,0,0,0,0,82,14,0,0,0,0,0,12,83,1,0,Wu
0,0,2,28,97,112,35,2,0,0,0,2,30,146,91,7,0,0,0,1,14,120,112,29,0,0,0,0,0,127,149,0,0,0,0,0,20,242,14,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,276,0,0,47,152,63,12,1,1,0,0,5,92,166,13,0,0,0,0,43,190,42,1,0,0,0,0,0,56,220,0,0,0,0,0,51,223,2,0,0,0,0,0,3,43,80,119,29,2,0,0,0,0,54,134,85,3,0,0,0,0,14,125,122,15,0,0,0,0,0,7,265,4,0,0,0,0,0,61,215,0,Wu
0,0,0,7,29,68,14,3,0,0,0,0,12,46,56,7,0,0,0,0,10,46,47,18,0,0,0,0,0,82,39,0,0,0,0,0,23,97,1,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,121,0,3,29,61,24,4,0,0,0,0,11,38,57,15,0,0,0,0,42,62,16,1,0,0,0,0,0,10,108,3,0,0,0,0,3,105,13,0,0,0,0,0,0,9,27,63,22,0,0,0,0,0,11,51,48,11,0,0,0,0,2,60,56,3,0,0,0,0,0,30,90,1,0,0,0,0,2,96,22,1,Wu
0,0,0,3,23,67,25,0,0,0,0,0,8,46,54,10,0,0,0,0,11,41,48,18,0,0,0,0,1,89,28,0,0,0,0,0,68,50,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,118,0,0,7,53,40,15,3,0,0,0,0,17,61,31,9,0,0,0,11,73,34,0,0,0,0,0,0,6,112,0,0,0,0,0,4,113,1,0,0,0,0,0,0,6,22,63,27,0,0,0,0,1,10,52,38,17,0,0,0,0,13,51,51,3,0,0,0,0,0,73,45,0,0,0,0,0,26,91,1,0,Wu
0,0,0,15,28,55,23,0,0,0,0,0,11,51,51,8,0,0,0,0,2,24,71,24,0,0,0,0,0,91,30,0,0,0,0,0,55,64,2,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,121,0,0,5,56,53,7,0,0,0,0,0,25,62,34,0,0,0,0,18,70,33,0,0,0,0,0,0,5,116,0,0,0,0,0,2,113,6,0,0,0,0,0,2,10,31,53,24,1,0,0,0,0,7,58,46,10,0,0,0,0,1,32,85,3,0,0,0,0,0,54,67,0,0,0,0,0,3,113,5,0,Wu
0,3,36,67,5,6,1,0,0,0,5,48,52,7,4,2,0,0,0,9,56,41,12,0,0,0,0,45,72,1,0,0,0,0,0,60,58,0,0,0,1,83,32,2,0,0,0,0,2,52,59,5,0,0,0,0,5,77,30,6,0,0,0,0,46,70,2,0,0,0,0,0,16,95,7,0,0,0,0,0,3,63,49,3,0,0,0,0,2,37,76,3,0,0,0,0,3,53,60,2,0,0,0,0,41,75,2,0,0,0,0,0,29,80,9,0,0,0,0,0,0,2,70,35,4,6,1,0,0,0,7,61,40,7,3,0,0,0,0,4,35,52,23,4,0,0,0,82,36,0,0,0,0,0,13,90,14,1,0,0,Sergiu
0,0,48,67,6,2,0,0,0,0,2,55,64,2,0,0,0,0,1,20,74,26,2,0,0,0,2,94,27,0,0,0,0,0,48,61,11,3,0,0,15,83,16,2,1,4,2,0,4,51,59,3,2,1,3,0,9,75,30,7,2,0,0,0,70,47,4,2,0,0,0,0,44,71,8,0,0,0,0,0,8,69,37,3,4,0,2,0,3,35,73,10,0,2,0,0,5,66,48,4,0,0,0,0,61,60,2,0,0,0,0,0,56,58,9,0,0,0,0,0,0,3,69,42,6,3,0,0,0,0,5,69,47,2,0,0,0,0,0,14,66,39,3,1,0,0,9,95,19,0,0,0,0,0,64,47,10,2,0,0,Sergiu
0,1,37,69,11,0,0,0,0,0,3,51,61,3,0,0,0,0,0,40,67,9,2,0,0,0,2,98,18,0,0,0,0,0,21,92,5,0,0,0,8,65,35,4,4,2,0,0,3,52,51,8,4,0,0,0,20,68,22,5,3,0,0,0,53,62,3,0,0,0,0,0,40,78,0,0,0,0,0,0,11,84,16,6,1,0,0,0,2,55,55,5,1,0,0,0,6,73,39,0,0,0,0,0,44,74,0,0,0,0,0,0,68,49,1,0,0,0,0,0,0,3,44,49,20,1,1,0,0,0,6,54,38,19,1,0,0,0,0,19,58,34,7,0,0,0,2,82,34,0,0,0,0,0,48,67,3,0,0,0,Sergiu
0,2,23,57,31,2,3,0,0,0,6,56,46,10,0,0,0,0,2,44,66,6,0,0,0,0,18,94,6,0,0,0,0,0,87,31,0,0,0,0,3,61,39,8,5,2,0,0,4,53,54,4,1,2,0,0,18,71,23,3,3,0,0,0,64,52,2,0,0,0,0,0,28,89,1,0,0,0,0,0,10,62,26,14,5,1,0,0,3,53,55,5,2,0,0,0,13,68,35,2,0,0,0,0,59,59,0,0,0,0,0,0,67,51,0,0,0,0,0,0,1,4,45,49,19,0,0,0,0,0,13,76,29,0,0,0,0,0,2,46,64,6,0,0,0,0,20,96,2,0,0,0,0,1,90,27,0,0,0,0,Sergiu
0,1,31,58,21,8,3,0,0,0,1,40,65,13,3,0,0,0,1,36,69,16,0,0,0,0,3,83,32,1,3,0,0,0,21,76,19,4,2,0,1,41,36,8,18,7,8,3,0,24,51,22,9,5,7,4,4,51,37,10,7,4,9,0,10,67,27,9,6,1,2,0,4,81,22,13,2,0,0,0,3,57,26,13,14,8,1,0,0,32,55,17,9,8,1,0,2,45,45,17,8,5,0,0,21,67,25,6,1,2,0,0,9,86,18,4,2,3,0,0,0,4,46,45,18,5,4,0,0,0,3,49,58,12,0,0,0,0,1,28,73,17,3,0,0,0,5,85,22,5,1,4,0,0,21,77,12,5,4,3,Sergiu
0,0,17,68,26,5,1,0,0,0,0,28,70,16,3,0,0,0,0,38,55,19,4,1,0,0,7,84,23,2,1,0,0,0,37,72,4,2,1,1,0,18,45,32,13,6,3,0,0,10,58,19,19,8,2,1,1,44,33,18,15,5,1,0,21,65,22,4,4,1,0,0,14,86,9,4,3,1,0,0,4,45,38,15,12,3,0,0,3,21,58,20,8,5,2,0,2,44,47,14,8,2,0,0,22,68,20,4,0,3,0,0,27,80,6,1,0,3,0,0,0,3,37,50,22,4,1,0,0,0,7,40,52,15,3,0,0,0,1,32,61,20,3,0,0,0,13,79,21,4,0,0,0,0,47,62,3,2,3,0,Sergiu
0,4,46,59,9,0,0,0,0,0,7,64,47,0,0,0,0,0,1,41,61,15,0,0,0,0,1,83,34,0,0,0,0,0,11,97,10,0,0,0,7,74,30,5,0,2,0,0,3,41,62,10,0,0,2,0,5,60,46,4,1,0,2,0,37,72,6,2,1,0,0,0,41,67,7,3,0,0,0,0,17,74,22,5,0,0,0,0,5,63,47,2,1,0,0,0,7,74,36,1,0,0,0,0,47,68,3,0,0,0,0,0,30,85,2,1,0,0,0,0,0,2,68,41,7,0,0,0,0,0,18,73,26,1,0,0,0,0,0,26,63,25,4,0,0,0,7,91,20,0,0,0,0,0,28,85,5,0,0,0,Sergiu
0,1,36,70,14,0,0,0,0,0,6,47,60,8,0,0,0,0,1,37,64,18,1,0,0,0,15,92,11,1,2,0,0,0,86,31,1,1,1,1,11,62,36,8,3,1,0,0,3,49,55,11,3,0,0,0,6,75,32,7,1,0,0,0,52,65,2,2,0,0,0,0,43,72,3,1,2,0,0,0,7,77,30,6,1,0,0,0,3,60,50,8,0,0,0,0,17,71,32,1,0,0,0,0,57,62,1,1,0,0,0,0,57,61,1,0,2,0,0,0,0,6,60,45,10,0,0,0,0,0,11,59,45,5,1,0,0,0,4,34,63,17,1,2,0,0,11,99,7,2,1,1,0,0,93,25,0,1,1,1,Sergiu
0,2,68,41,3,0,2,0,0,0,8,65,42,1,0,0,0,0,0,8,41,59,8,0,0,0,0,13,101,2,0,0,0,0,0,29,84,3,0,0,5,66,39,3,2,1,0,0,2,46,55,12,1,0,0,0,8,52,54,2,0,0,0,0,15,88,11,2,0,0,0,0,0,98,15,3,0,0,0,0,7,72,33,3,1,0,0,0,0,56,54,5,1,0,0,0,2,64,46,4,0,0,0,0,15,96,4,1,0,0,0,0,3,101,10,2,0,0,0,0,0,4,62,42,6,0,1,1,0,0,9,60,45,2,0,0,0,0,0,6,38,41,29,2,0,0,0,71,42,1,1,1,0,0,6,97,11,2,0,0,Sergiu
